customer_id,name,email,date_of_birth,loyalty_level_id,points_balance
5551,Customer_5551,customer5551@example.com,1972-12-20,3,2086
5552,Customer_5552,customer5552@example.com,2012-11-20,2,564
5553,Customer_5553,customer5553@example.com,1994-09-29,2,3383
5554,Customer_5554,customer5554@example.com,1989-02-24,2,4431
5555,Customer_5555,customer5555@example.com,1988-10-23,5,3585
5556,Customer_5556,customer5556@example.com,2003-12-29,2,4854
5557,Customer_5557,customer5557@example.com,1971-01-04,2,3872
5558,Customer_5558,customer5558@example.com,2008-01-28,4,2973
5559,Customer_5559,customer5559@example.com,1996-12-14,5,616
5560,Customer_5560,customer5560@example.com,2009-09-12,4,1568
5561,Customer_5561,customer5561@example.com,1981-10-09,2,3409
5562,Customer_5562,customer5562@example.com,1982-09-27,3,3245
5563,Customer_5563,customer5563@example.com,1996-10-01,4,2270
5564,Customer_5564,customer5564@example.com,1977-08-23,3,2438
5565,Customer_5565,customer5565@example.com,1971-01-22,3,4294
5566,Customer_5566,customer5566@example.com,2005-10-01,4,869
5567,Customer_5567,customer5567@example.com,1971-08-06,2,1363
5568,Customer_5568,customer5568@example.com,1973-04-05,1,2741
5569,Customer_5569,customer5569@example.com,1974-08-03,1,4926
5570,Customer_5570,customer5570@example.com,1993-12-27,5,1631
5571,Customer_5571,customer5571@example.com,2003-04-01,2,873
5572,Customer_5572,customer5572@example.com,2009-06-26,1,252
5573,Customer_5573,customer5573@example.com,2002-07-19,4,325
5574,Customer_5574,customer5574@example.com,1993-08-06,4,1990
5575,Customer_5575,customer5575@example.com,1993-08-29,4,4354
5576,Customer_5576,customer5576@example.com,1988-09-30,3,3095
5577,Customer_5577,customer5577@example.com,1990-10-05,2,4770
5578,Customer_5578,customer5578@example.com,1974-09-18,1,2459
5579,Customer_5579,customer5579@example.com,2009-03-21,5,3265
5580,Customer_5580,customer5580@example.com,1979-10-02,3,499
5581,Customer_5581,customer5581@example.com,2001-02-14,3,3380
5582,Customer_5582,customer5582@example.com,1986-02-16,1,869
5583,Customer_5583,customer5583@example.com,1980-12-19,1,1399
5584,Customer_5584,customer5584@example.com,1973-07-04,1,1475
5585,Customer_5585,customer5585@example.com,2013-12-25,5,3216
5586,Customer_5586,customer5586@example.com,1982-01-15,1,131
5587,Customer_5587,customer5587@example.com,1982-02-07,1,3169
5588,Customer_5588,customer5588@example.com,1980-12-19,5,1233
5589,Customer_5589,customer5589@example.com,1991-08-24,1,840
5590,Customer_5590,customer5590@example.com,2004-07-15,1,3603
5591,Customer_5591,customer5591@example.com,1991-09-13,5,2584
5592,Customer_5592,customer5592@example.com,1970-09-19,1,4207
5593,Customer_5593,customer5593@example.com,2004-10-30,1,2543
5594,Customer_5594,customer5594@example.com,1995-09-07,3,4348
5595,Customer_5595,customer5595@example.com,1972-03-10,2,3045
5596,Customer_5596,customer5596@example.com,1985-01-28,1,899
5597,Customer_5597,customer5597@example.com,2006-06-19,3,2715
5598,Customer_5598,customer5598@example.com,1986-04-05,3,1594
5599,Customer_5599,customer5599@example.com,1971-12-10,2,3951
5600,Customer_5600,customer5600@example.com,1971-09-03,4,79
5601,Customer_5601,customer5601@example.com,2008-10-31,1,3937
5602,Customer_5602,customer5602@example.com,2012-02-22,5,4976
5603,Customer_5603,customer5603@example.com,2013-01-06,5,1127
5604,Customer_5604,customer5604@example.com,1988-03-27,5,1996
5605,Customer_5605,customer5605@example.com,2014-02-11,4,3316
5606,Customer_5606,customer5606@example.com,1999-04-29,1,2825
5607,Customer_5607,customer5607@example.com,1988-06-18,1,4557
5608,Customer_5608,customer5608@example.com,1973-11-02,3,3615
5609,Customer_5609,customer5609@example.com,1988-07-12,2,3429
5610,Customer_5610,customer5610@example.com,1978-12-27,3,3635
5611,Customer_5611,customer5611@example.com,2014-07-02,4,468
5612,Customer_5612,customer5612@example.com,2007-10-31,4,698
5613,Customer_5613,customer5613@example.com,2001-11-26,1,3194
5614,Customer_5614,customer5614@example.com,2012-08-02,5,2461
5615,Customer_5615,customer5615@example.com,2017-04-01,4,66
5616,Customer_5616,customer5616@example.com,1984-08-02,3,4843
5617,Customer_5617,customer5617@example.com,2001-07-10,1,2207
5618,Customer_5618,customer5618@example.com,2013-05-14,5,2643
5619,Customer_5619,customer5619@example.com,2018-11-13,3,4183
5620,Customer_5620,customer5620@example.com,1998-04-12,2,3818
5621,Customer_5621,customer5621@example.com,2010-08-26,1,1495
5622,Customer_5622,customer5622@example.com,1982-03-20,5,4945
5623,Customer_5623,customer5623@example.com,2006-01-10,3,2418
5624,Customer_5624,customer5624@example.com,1972-12-04,2,2803
5625,Customer_5625,customer5625@example.com,2018-08-26,2,452
5626,Customer_5626,customer5626@example.com,1977-10-14,4,3521
5627,Customer_5627,customer5627@example.com,1983-12-19,2,3958
5628,Customer_5628,customer5628@example.com,1996-10-17,1,2033
5629,Customer_5629,customer5629@example.com,1989-07-11,2,30
5630,Customer_5630,customer5630@example.com,1972-07-18,4,972
5631,Customer_5631,customer5631@example.com,2011-01-13,2,719
5632,Customer_5632,customer5632@example.com,1982-04-23,3,3647
5633,Customer_5633,customer5633@example.com,1985-05-17,4,1082
5634,Customer_5634,customer5634@example.com,1987-09-02,3,3949
5635,Customer_5635,customer5635@example.com,1972-06-20,1,1704
5636,Customer_5636,customer5636@example.com,1993-05-21,3,3652
5637,Customer_5637,customer5637@example.com,1975-11-10,1,4032
5638,Customer_5638,customer5638@example.com,1993-12-27,3,2699
5639,Customer_5639,customer5639@example.com,2017-01-31,5,3183
5640,Customer_5640,customer5640@example.com,1974-09-05,1,2959
5641,Customer_5641,customer5641@example.com,1972-11-14,5,1753
5642,Customer_5642,customer5642@example.com,1971-07-29,5,993
5643,Customer_5643,customer5643@example.com,2006-11-03,1,3531
5644,Customer_5644,customer5644@example.com,2011-10-27,3,1734
5645,Customer_5645,customer5645@example.com,2011-03-10,4,4650
5646,Customer_5646,customer5646@example.com,1986-05-25,5,39
5647,Customer_5647,customer5647@example.com,2013-09-25,1,176
5648,Customer_5648,customer5648@example.com,2009-09-06,2,2371
5649,Customer_5649,customer5649@example.com,2009-08-17,1,4213
5650,Customer_5650,customer5650@example.com,2003-01-24,3,2290
5651,Customer_5651,customer5651@example.com,1971-08-25,1,2455
5652,Customer_5652,customer5652@example.com,1985-09-12,1,4399
5653,Customer_5653,customer5653@example.com,1987-07-29,3,1147
5654,Customer_5654,customer5654@example.com,1975-10-13,1,1413
5655,Customer_5655,customer5655@example.com,1999-03-28,2,3462
5656,Customer_5656,customer5656@example.com,1998-12-30,4,1006
5657,Customer_5657,customer5657@example.com,1972-01-17,2,3106
5658,Customer_5658,customer5658@example.com,1995-04-03,2,2609
5659,Customer_5659,customer5659@example.com,1994-07-05,5,4181
5660,Customer_5660,customer5660@example.com,2010-07-31,2,286
5661,Customer_5661,customer5661@example.com,2008-01-06,5,4091
5662,Customer_5662,customer5662@example.com,1991-01-01,4,1372
5663,Customer_5663,customer5663@example.com,1975-01-10,4,3071
5664,Customer_5664,customer5664@example.com,1979-09-04,5,844
5665,Customer_5665,customer5665@example.com,2015-11-29,1,481
5666,Customer_5666,customer5666@example.com,1980-04-08,2,2340
5667,Customer_5667,customer5667@example.com,1985-10-31,4,2862
5668,Customer_5668,customer5668@example.com,1986-09-02,5,2196
5669,Customer_5669,customer5669@example.com,2010-04-25,4,3859
5670,Customer_5670,customer5670@example.com,2012-02-18,3,4636
5671,Customer_5671,customer5671@example.com,1995-09-20,4,2211
5672,Customer_5672,customer5672@example.com,1974-04-26,1,3485
5673,Customer_5673,customer5673@example.com,1990-09-13,5,1125
5674,Customer_5674,customer5674@example.com,1987-02-28,2,2091
5675,Customer_5675,customer5675@example.com,2004-11-22,1,952
5676,Customer_5676,customer5676@example.com,1977-10-25,1,2356
5677,Customer_5677,customer5677@example.com,2003-05-25,1,3789
5678,Customer_5678,customer5678@example.com,1992-06-25,5,4025
5679,Customer_5679,customer5679@example.com,1975-05-22,2,4958
5680,Customer_5680,customer5680@example.com,1982-08-30,2,1011
5681,Customer_5681,customer5681@example.com,1973-06-08,3,3056
5682,Customer_5682,customer5682@example.com,1973-08-07,3,2390
5683,Customer_5683,customer5683@example.com,1972-04-21,4,1763
5684,Customer_5684,customer5684@example.com,2011-01-28,1,1961
5685,Customer_5685,customer5685@example.com,1985-08-20,3,3276
5686,Customer_5686,customer5686@example.com,1993-03-23,5,3846
5687,Customer_5687,customer5687@example.com,1989-01-04,5,4822
5688,Customer_5688,customer5688@example.com,2013-05-20,4,4112
5689,Customer_5689,customer5689@example.com,1993-07-14,3,559
5690,Customer_5690,customer5690@example.com,2017-03-31,2,450
5691,Customer_5691,customer5691@example.com,2018-08-30,5,1069
5692,Customer_5692,customer5692@example.com,2013-10-10,3,1162
5693,Customer_5693,customer5693@example.com,2007-09-11,5,1428
5694,Customer_5694,customer5694@example.com,1995-12-28,3,2462
5695,Customer_5695,customer5695@example.com,2004-03-13,5,4113
5696,Customer_5696,customer5696@example.com,1999-12-11,3,1098
5697,Customer_5697,customer5697@example.com,1983-06-24,4,3620
5698,Customer_5698,customer5698@example.com,1972-08-06,5,1853
5699,Customer_5699,customer5699@example.com,1980-09-11,2,879
5700,Customer_5700,customer5700@example.com,2008-02-18,5,1177
5701,Customer_5701,customer5701@example.com,1979-01-16,1,1316
5702,Customer_5702,customer5702@example.com,2003-10-13,5,112
5703,Customer_5703,customer5703@example.com,1988-07-07,1,4739
5704,Customer_5704,customer5704@example.com,1982-10-09,4,2066
5705,Customer_5705,customer5705@example.com,1997-10-17,5,255
5706,Customer_5706,customer5706@example.com,2010-12-08,1,2340
5707,Customer_5707,customer5707@example.com,1970-01-14,1,4865
5708,Customer_5708,customer5708@example.com,1986-09-08,3,1753
5709,Customer_5709,customer5709@example.com,2007-01-01,1,887
5710,Customer_5710,customer5710@example.com,2008-09-09,4,541
5711,Customer_5711,customer5711@example.com,1985-09-14,4,753
5712,Customer_5712,customer5712@example.com,1971-01-26,5,1703
5713,Customer_5713,customer5713@example.com,1975-04-30,2,2422
5714,Customer_5714,customer5714@example.com,1995-10-18,3,2867
5715,Customer_5715,customer5715@example.com,2007-03-09,1,1391
5716,Customer_5716,customer5716@example.com,2014-11-12,3,2892
5717,Customer_5717,customer5717@example.com,1993-12-22,5,4529
5718,Customer_5718,customer5718@example.com,2013-07-07,1,654
5719,Customer_5719,customer5719@example.com,1983-03-21,1,637
5720,Customer_5720,customer5720@example.com,1989-06-06,4,2010
5721,Customer_5721,customer5721@example.com,1998-11-11,5,4298
5722,Customer_5722,customer5722@example.com,1981-03-28,5,2438
5723,Customer_5723,customer5723@example.com,2005-05-08,1,3638
5724,Customer_5724,customer5724@example.com,1992-02-05,2,1018
5725,Customer_5725,customer5725@example.com,1997-08-17,1,2296
5726,Customer_5726,customer5726@example.com,2005-01-10,2,2913
5727,Customer_5727,customer5727@example.com,2012-05-26,2,4698
5728,Customer_5728,customer5728@example.com,2009-08-21,3,2179
5729,Customer_5729,customer5729@example.com,1979-04-20,3,876
5730,Customer_5730,customer5730@example.com,1997-01-03,4,2079
5731,Customer_5731,customer5731@example.com,1973-01-12,4,4602
5732,Customer_5732,customer5732@example.com,1999-04-24,2,2372
5733,Customer_5733,customer5733@example.com,1974-06-27,4,2374
5734,Customer_5734,customer5734@example.com,1997-03-23,5,1167
5735,Customer_5735,customer5735@example.com,2015-07-15,2,307
5736,Customer_5736,customer5736@example.com,1972-11-19,4,472
5737,Customer_5737,customer5737@example.com,1984-03-13,4,3331
5738,Customer_5738,customer5738@example.com,2009-05-14,2,4095
5739,Customer_5739,customer5739@example.com,2009-08-20,4,1206
5740,Customer_5740,customer5740@example.com,2012-07-21,2,1586
5741,Customer_5741,customer5741@example.com,1971-01-26,1,244
5742,Customer_5742,customer5742@example.com,1986-01-19,5,1785
5743,Customer_5743,customer5743@example.com,2012-01-18,2,1089
5744,Customer_5744,customer5744@example.com,2017-10-25,2,4392
5745,Customer_5745,customer5745@example.com,1976-07-31,1,4842
5746,Customer_5746,customer5746@example.com,2013-07-02,3,3886
5747,Customer_5747,customer5747@example.com,1982-11-04,3,2450
5748,Customer_5748,customer5748@example.com,1995-05-09,5,2681
5749,Customer_5749,customer5749@example.com,1995-04-18,5,4407
5750,Customer_5750,customer5750@example.com,2018-10-13,3,3232
5751,Customer_5751,customer5751@example.com,1995-01-15,5,4922
5752,Customer_5752,customer5752@example.com,1990-04-27,2,646
5753,Customer_5753,customer5753@example.com,2006-08-19,4,333
5754,Customer_5754,customer5754@example.com,1996-05-27,4,4706
5755,Customer_5755,customer5755@example.com,1984-03-03,2,4696
5756,Customer_5756,customer5756@example.com,2008-02-05,2,1092
5757,Customer_5757,customer5757@example.com,1991-03-21,2,4633
5758,Customer_5758,customer5758@example.com,2011-04-29,5,884
5759,Customer_5759,customer5759@example.com,1993-05-19,4,39
5760,Customer_5760,customer5760@example.com,2001-09-15,4,1647
5761,Customer_5761,customer5761@example.com,2016-02-09,2,2259
5762,Customer_5762,customer5762@example.com,1975-06-18,3,3469
5763,Customer_5763,customer5763@example.com,2001-11-14,3,4928
5764,Customer_5764,customer5764@example.com,1990-03-07,1,889
5765,Customer_5765,customer5765@example.com,1988-06-22,3,2839
5766,Customer_5766,customer5766@example.com,1996-06-26,4,1981
5767,Customer_5767,customer5767@example.com,1992-10-03,1,2476
5768,Customer_5768,customer5768@example.com,2004-08-31,2,2199
5769,Customer_5769,customer5769@example.com,2015-07-13,2,3352
5770,Customer_5770,customer5770@example.com,1987-06-10,5,2628
5771,Customer_5771,customer5771@example.com,1998-11-29,4,2587
5772,Customer_5772,customer5772@example.com,1970-07-26,5,2578
5773,Customer_5773,customer5773@example.com,1997-08-02,1,3285
5774,Customer_5774,customer5774@example.com,1983-11-26,5,4614
5775,Customer_5775,customer5775@example.com,2005-03-01,2,3944
5776,Customer_5776,customer5776@example.com,2009-06-23,2,2154
5777,Customer_5777,customer5777@example.com,1994-03-24,2,1984
5778,Customer_5778,customer5778@example.com,2007-10-15,4,2216
5779,Customer_5779,customer5779@example.com,2010-07-20,1,848
5780,Customer_5780,customer5780@example.com,2009-10-13,4,3353
5781,Customer_5781,customer5781@example.com,1985-10-19,2,3966
5782,Customer_5782,customer5782@example.com,1995-05-27,5,2176
5783,Customer_5783,customer5783@example.com,1983-03-21,4,3968
5784,Customer_5784,customer5784@example.com,1975-11-27,4,4914
5785,Customer_5785,customer5785@example.com,2017-02-16,1,4003
5786,Customer_5786,customer5786@example.com,1980-09-29,5,2049
5787,Customer_5787,customer5787@example.com,1983-10-01,4,3066
5788,Customer_5788,customer5788@example.com,2001-07-01,3,4455
5789,Customer_5789,customer5789@example.com,1988-12-28,5,1540
5790,Customer_5790,customer5790@example.com,2000-07-02,1,1970
5791,Customer_5791,customer5791@example.com,2011-02-12,3,566
5792,Customer_5792,customer5792@example.com,1995-05-30,2,2470
5793,Customer_5793,customer5793@example.com,1970-04-04,2,3944
5794,Customer_5794,customer5794@example.com,1988-04-04,2,3057
5795,Customer_5795,customer5795@example.com,2003-09-13,2,4352
5796,Customer_5796,customer5796@example.com,1972-03-22,4,1747
5797,Customer_5797,customer5797@example.com,2004-01-29,4,1985
5798,Customer_5798,customer5798@example.com,1981-02-07,4,3679
5799,Customer_5799,customer5799@example.com,2019-03-05,1,4626
5800,Customer_5800,customer5800@example.com,1982-01-12,3,3540
5801,Customer_5801,customer5801@example.com,1982-06-07,4,2794
5802,Customer_5802,customer5802@example.com,1985-11-21,5,3373
5803,Customer_5803,customer5803@example.com,1975-01-08,1,2797
5804,Customer_5804,customer5804@example.com,1984-10-29,1,4125
5805,Customer_5805,customer5805@example.com,2013-04-17,3,933
5806,Customer_5806,customer5806@example.com,1976-09-28,3,4989
5807,Customer_5807,customer5807@example.com,2017-12-11,2,477
5808,Customer_5808,customer5808@example.com,1983-06-30,3,287
5809,Customer_5809,customer5809@example.com,1987-12-31,3,3059
5810,Customer_5810,customer5810@example.com,2008-09-28,5,4709
5811,Customer_5811,customer5811@example.com,2016-05-26,1,4803
5812,Customer_5812,customer5812@example.com,1971-03-24,4,1075
5813,Customer_5813,customer5813@example.com,1973-12-19,3,958
5814,Customer_5814,customer5814@example.com,2010-12-03,5,1870
5815,Customer_5815,customer5815@example.com,1970-10-08,3,4051
5816,Customer_5816,customer5816@example.com,2002-01-05,3,1826
5817,Customer_5817,customer5817@example.com,1990-02-15,2,2855
5818,Customer_5818,customer5818@example.com,2001-07-02,1,2765
5819,Customer_5819,customer5819@example.com,2001-01-05,1,2161
5820,Customer_5820,customer5820@example.com,1973-11-12,4,745
5821,Customer_5821,customer5821@example.com,1973-07-08,3,4733
5822,Customer_5822,customer5822@example.com,1996-11-18,3,482
5823,Customer_5823,customer5823@example.com,2009-11-17,4,2325
5824,Customer_5824,customer5824@example.com,2000-08-27,5,3580
5825,Customer_5825,customer5825@example.com,1996-03-16,3,2360
5826,Customer_5826,customer5826@example.com,1974-09-28,2,4309
5827,Customer_5827,customer5827@example.com,2016-10-17,4,3536
5828,Customer_5828,customer5828@example.com,1989-07-29,3,905
5829,Customer_5829,customer5829@example.com,2001-11-18,5,2791
5830,Customer_5830,customer5830@example.com,2013-07-29,2,1076
5831,Customer_5831,customer5831@example.com,1971-10-23,1,2162
5832,Customer_5832,customer5832@example.com,2003-09-30,5,4804
5833,Customer_5833,customer5833@example.com,1972-12-08,4,902
5834,Customer_5834,customer5834@example.com,1987-02-10,1,608
5835,Customer_5835,customer5835@example.com,2016-09-27,2,3315
5836,Customer_5836,customer5836@example.com,1982-02-09,4,1287
5837,Customer_5837,customer5837@example.com,1987-03-05,5,3157
5838,Customer_5838,customer5838@example.com,1987-08-04,1,2707
5839,Customer_5839,customer5839@example.com,2010-08-19,3,3865
5840,Customer_5840,customer5840@example.com,1996-08-01,3,1044
5841,Customer_5841,customer5841@example.com,1988-07-31,1,3163
5842,Customer_5842,customer5842@example.com,1988-01-15,5,714
5843,Customer_5843,customer5843@example.com,2003-05-12,2,4375
5844,Customer_5844,customer5844@example.com,2007-10-19,2,4206
5845,Customer_5845,customer5845@example.com,1980-01-11,4,4354
5846,Customer_5846,customer5846@example.com,2015-05-14,1,723
5847,Customer_5847,customer5847@example.com,1979-05-19,4,3527
5848,Customer_5848,customer5848@example.com,1979-12-26,4,1308
5849,Customer_5849,customer5849@example.com,2007-04-24,4,2942
5850,Customer_5850,customer5850@example.com,2018-05-30,2,4840
5851,Customer_5851,customer5851@example.com,1981-04-03,2,133
5852,Customer_5852,customer5852@example.com,1996-03-22,5,4508
5853,Customer_5853,customer5853@example.com,1995-05-08,3,3548
5854,Customer_5854,customer5854@example.com,1994-01-09,2,1567
5855,Customer_5855,customer5855@example.com,1996-12-06,2,633
5856,Customer_5856,customer5856@example.com,1998-02-09,3,4871
5857,Customer_5857,customer5857@example.com,2006-02-07,5,979
5858,Customer_5858,customer5858@example.com,1992-01-28,3,3936
5859,Customer_5859,customer5859@example.com,1975-01-29,4,1318
5860,Customer_5860,customer5860@example.com,1992-09-11,4,2498
5861,Customer_5861,customer5861@example.com,2009-12-04,4,647
5862,Customer_5862,customer5862@example.com,1977-09-23,4,4093
5863,Customer_5863,customer5863@example.com,2004-07-19,4,4876
5864,Customer_5864,customer5864@example.com,1981-01-06,3,3112
5865,Customer_5865,customer5865@example.com,1983-10-28,3,1080
5866,Customer_5866,customer5866@example.com,1971-06-22,4,3637
5867,Customer_5867,customer5867@example.com,2009-02-19,1,2715
5868,Customer_5868,customer5868@example.com,1986-06-27,3,4277
5869,Customer_5869,customer5869@example.com,1994-08-07,1,4352
5870,Customer_5870,customer5870@example.com,1988-06-11,1,1509
5871,Customer_5871,customer5871@example.com,2003-09-22,1,1066
5872,Customer_5872,customer5872@example.com,1990-03-07,2,2975
5873,Customer_5873,customer5873@example.com,1993-11-17,1,4680
5874,Customer_5874,customer5874@example.com,1984-10-10,1,301
5875,Customer_5875,customer5875@example.com,1992-04-21,5,3413
5876,Customer_5876,customer5876@example.com,1974-08-26,2,2053
5877,Customer_5877,customer5877@example.com,1970-04-25,3,4121
5878,Customer_5878,customer5878@example.com,1985-09-21,4,998
5879,Customer_5879,customer5879@example.com,1987-10-09,1,2229
5880,Customer_5880,customer5880@example.com,1979-04-03,2,1813
5881,Customer_5881,customer5881@example.com,1990-01-06,1,3809
5882,Customer_5882,customer5882@example.com,2018-03-25,1,300
5883,Customer_5883,customer5883@example.com,1996-02-28,5,2793
5884,Customer_5884,customer5884@example.com,1978-06-12,4,4882
5885,Customer_5885,customer5885@example.com,2015-02-09,2,3243
5886,Customer_5886,customer5886@example.com,2013-06-14,5,690
5887,Customer_5887,customer5887@example.com,1991-11-02,2,1106
5888,Customer_5888,customer5888@example.com,1972-03-02,1,2460
5889,Customer_5889,customer5889@example.com,1978-05-17,3,3140
5890,Customer_5890,customer5890@example.com,1974-05-03,2,4866
5891,Customer_5891,customer5891@example.com,2004-06-26,3,1315
5892,Customer_5892,customer5892@example.com,1978-05-19,2,2517
5893,Customer_5893,customer5893@example.com,1978-11-02,2,3109
5894,Customer_5894,customer5894@example.com,2013-02-01,5,4498
5895,Customer_5895,customer5895@example.com,1976-05-09,5,4465
5896,Customer_5896,customer5896@example.com,2003-02-19,4,342
5897,Customer_5897,customer5897@example.com,1997-01-07,3,3695
5898,Customer_5898,customer5898@example.com,1981-01-04,1,1158
5899,Customer_5899,customer5899@example.com,1976-09-20,4,3862
5900,Customer_5900,customer5900@example.com,2010-05-03,5,426
5901,Customer_5901,customer5901@example.com,1981-01-16,5,199
5902,Customer_5902,customer5902@example.com,2002-03-30,3,3862
5903,Customer_5903,customer5903@example.com,1982-05-26,5,1735
5904,Customer_5904,customer5904@example.com,2009-12-26,5,1338
5905,Customer_5905,customer5905@example.com,2009-07-08,2,2254
5906,Customer_5906,customer5906@example.com,1974-02-12,4,1847
5907,Customer_5907,customer5907@example.com,1986-04-28,2,4230
5908,Customer_5908,customer5908@example.com,1980-12-08,1,2766
5909,Customer_5909,customer5909@example.com,2011-04-10,2,3364
5910,Customer_5910,customer5910@example.com,1980-01-16,1,1282
5911,Customer_5911,customer5911@example.com,1990-12-15,3,16
5912,Customer_5912,customer5912@example.com,1988-04-03,3,2738
5913,Customer_5913,customer5913@example.com,1983-06-27,5,4526
5914,Customer_5914,customer5914@example.com,1985-10-31,5,2681
5915,Customer_5915,customer5915@example.com,2009-03-05,3,1677
5916,Customer_5916,customer5916@example.com,2008-12-10,2,3831
5917,Customer_5917,customer5917@example.com,1974-12-26,1,3839
5918,Customer_5918,customer5918@example.com,1974-07-16,1,11
5919,Customer_5919,customer5919@example.com,2002-01-30,4,2978
5920,Customer_5920,customer5920@example.com,1982-08-19,5,3241
5921,Customer_5921,customer5921@example.com,2016-06-05,2,1885
5922,Customer_5922,customer5922@example.com,1993-08-09,2,4143
5923,Customer_5923,customer5923@example.com,1996-01-30,3,1896
5924,Customer_5924,customer5924@example.com,1975-03-08,4,1080
5925,Customer_5925,customer5925@example.com,2006-11-09,3,1385
5926,Customer_5926,customer5926@example.com,1975-04-07,5,1922
5927,Customer_5927,customer5927@example.com,1979-08-23,4,1462
5928,Customer_5928,customer5928@example.com,1981-06-01,5,3556
5929,Customer_5929,customer5929@example.com,2019-03-12,5,1643
5930,Customer_5930,customer5930@example.com,1985-11-10,4,3890
5931,Customer_5931,customer5931@example.com,1986-06-29,1,3676
5932,Customer_5932,customer5932@example.com,1985-05-27,3,1263
5933,Customer_5933,customer5933@example.com,1983-02-24,3,4263
5934,Customer_5934,customer5934@example.com,2017-12-19,4,2898
5935,Customer_5935,customer5935@example.com,2008-10-01,1,3973
5936,Customer_5936,customer5936@example.com,1973-03-28,3,1632
5937,Customer_5937,customer5937@example.com,1976-04-04,5,444
5938,Customer_5938,customer5938@example.com,1979-05-18,4,530
5939,Customer_5939,customer5939@example.com,1987-09-12,2,1751
5940,Customer_5940,customer5940@example.com,1995-06-27,3,1349
5941,Customer_5941,customer5941@example.com,1981-04-26,1,2499
5942,Customer_5942,customer5942@example.com,1990-08-31,2,790
5943,Customer_5943,customer5943@example.com,2006-05-30,5,1024
5944,Customer_5944,customer5944@example.com,1997-05-16,3,3586
5945,Customer_5945,customer5945@example.com,2008-07-19,3,4608
5946,Customer_5946,customer5946@example.com,2014-05-04,2,696
5947,Customer_5947,customer5947@example.com,1991-04-25,4,678
5948,Customer_5948,customer5948@example.com,2011-09-07,1,2027
5949,Customer_5949,customer5949@example.com,2018-10-19,3,4317
5950,Customer_5950,customer5950@example.com,1984-03-09,2,640
5951,Customer_5951,customer5951@example.com,1975-10-29,3,897
5952,Customer_5952,customer5952@example.com,2018-06-10,1,3874
5953,Customer_5953,customer5953@example.com,1998-04-26,4,912
5954,Customer_5954,customer5954@example.com,1995-04-15,4,4081
5955,Customer_5955,customer5955@example.com,1972-04-16,2,1208
5956,Customer_5956,customer5956@example.com,1991-07-07,2,2210
5957,Customer_5957,customer5957@example.com,1981-10-15,1,4824
5958,Customer_5958,customer5958@example.com,2009-05-01,1,4531
5959,Customer_5959,customer5959@example.com,2003-03-13,4,1126
5960,Customer_5960,customer5960@example.com,1985-12-07,2,3430
5961,Customer_5961,customer5961@example.com,1983-03-18,1,888
5962,Customer_5962,customer5962@example.com,2014-05-12,2,1805
5963,Customer_5963,customer5963@example.com,2001-01-18,3,4897
5964,Customer_5964,customer5964@example.com,2011-07-02,5,2187
5965,Customer_5965,customer5965@example.com,1972-04-15,5,391
5966,Customer_5966,customer5966@example.com,1981-07-20,4,1557
5967,Customer_5967,customer5967@example.com,1998-04-16,4,798
5968,Customer_5968,customer5968@example.com,1971-08-03,4,376
5969,Customer_5969,customer5969@example.com,1983-03-05,2,1592
5970,Customer_5970,customer5970@example.com,1983-06-08,2,89
5971,Customer_5971,customer5971@example.com,1971-07-08,3,320
5972,Customer_5972,customer5972@example.com,2014-05-17,1,3339
5973,Customer_5973,customer5973@example.com,2017-01-23,2,3338
5974,Customer_5974,customer5974@example.com,1989-01-11,1,3144
5975,Customer_5975,customer5975@example.com,1986-12-08,3,1152
5976,Customer_5976,customer5976@example.com,1977-02-08,5,2356
5977,Customer_5977,customer5977@example.com,1975-01-02,5,1308
5978,Customer_5978,customer5978@example.com,1970-01-11,4,502
5979,Customer_5979,customer5979@example.com,1985-01-02,1,420
5980,Customer_5980,customer5980@example.com,1985-01-13,5,4418
5981,Customer_5981,customer5981@example.com,2006-01-06,1,3436
5982,Customer_5982,customer5982@example.com,2000-01-15,4,4243
5983,Customer_5983,customer5983@example.com,2009-11-10,3,1269
5984,Customer_5984,customer5984@example.com,2005-07-09,2,1673
5985,Customer_5985,customer5985@example.com,1988-08-06,1,39
5986,Customer_5986,customer5986@example.com,1999-03-20,4,1156
5987,Customer_5987,customer5987@example.com,2010-06-01,1,323
5988,Customer_5988,customer5988@example.com,1981-12-30,1,4423
5989,Customer_5989,customer5989@example.com,1999-01-02,3,2848
5990,Customer_5990,customer5990@example.com,2018-01-17,2,979
5991,Customer_5991,customer5991@example.com,1983-01-16,1,518
5992,Customer_5992,customer5992@example.com,2015-01-13,5,792
5993,Customer_5993,customer5993@example.com,1984-09-04,1,83
5994,Customer_5994,customer5994@example.com,1971-01-19,5,4281
5995,Customer_5995,customer5995@example.com,1981-10-18,3,4733
5996,Customer_5996,customer5996@example.com,2001-07-03,1,3427
5997,Customer_5997,customer5997@example.com,2007-02-21,2,822
5998,Customer_5998,customer5998@example.com,2007-11-14,1,2391
5999,Customer_5999,customer5999@example.com,1975-12-23,5,1523
6000,Customer_6000,customer6000@example.com,2005-02-21,2,502
6001,Customer_6001,customer6001@example.com,1991-11-05,2,3374
6002,Customer_6002,customer6002@example.com,2017-03-17,4,4118
6003,Customer_6003,customer6003@example.com,1989-01-30,1,4362
